tWojewodztwo;Powiat;Gmina;Miejscowosc;Dzielnica;ludnosc
ŁÓDZKIE;pabianicki;Konstantynów Łódzki;Konstantynów Łódzki;;19276.0
ŁÓDZKIE;pabianicki;Ksawerów;Ksawerów;;
ŁÓDZKIE;pabianicki;Lutomiersk;Lutomiersk;;1566.0
ŁÓDZKIE;pabianicki;Pabianice;Pabianice;;59910.0
ŁÓDZKIE;pajęczański;Działoszyn;Działoszyn;;5154.0
ŁÓDZKIE;pajęczański;Kiełczygłów;Kiełczygłów;;
ŁÓDZKIE;pajęczański;Nowa Brzeźnica;Nowa Brzeźnica;;
ŁÓDZKIE;pajęczański;Pajęczno;Pajęczno;;6281.0
ŁÓDZKIE;pajęczański;Rząśnia;Rząśnia;;
ŁÓDZKIE;pajęczański;Siemkowice;Siemkowice;;
ŁÓDZKIE;pajęczański;Strzelce Wielkie;Strzelce Wielkie;;
ŁÓDZKIE;pajęczański;Sulmierzyce;Sulmierzyce;;
ŁÓDZKIE;piotrkowski;Aleksandrów;Aleksandrów;;
ŁÓDZKIE;piotrkowski;Czarnocin;Czarnocin;;
ŁÓDZKIE;piotrkowski;Gorzkowice;Gorzkowice;;
ŁÓDZKIE;piotrkowski;Grabica;Grabica;;
ŁÓDZKIE;piotrkowski;Moszczenica;Moszczenica;;
ŁÓDZKIE;piotrkowski;Rozprza;Rozprza;;1623.0
ŁÓDZKIE;piotrkowski;Ręczno;Ręczno;;
ŁÓDZKIE;piotrkowski;Ręczno;Ręczno;;
ŁÓDZKIE;piotrkowski;Sulejów;Sulejów;;5876.0
ŁÓDZKIE;piotrkowski;Wola Krzysztoporska;Wola Krzysztoporska;;
ŁÓDZKIE;piotrkowski;Wolbórz;Wolbórz;;2237.0
ŁÓDZKIE;piotrkowski;Łęki Szlacheckie;Łęki Szlacheckie;;
ŁÓDZKIE;poddębicki;Dalików;Dalików;;
ŁÓDZKIE;poddębicki;Poddębice;Poddębice;;6674.0
ŁÓDZKIE;poddębicki;Pęczniew;Pęczniew;;
ŁÓDZKIE;poddębicki;Uniejów;Uniejów;;2974.0
ŁÓDZKIE;poddębicki;Wartkowice;Wartkowice;;
ŁÓDZKIE;poddębicki;Zadzim;Zadzim;;
ŁÓDZKIE;radomszczański;Dobryszyce;Dobryszyce;;
ŁÓDZKIE;radomszczański;Gidle;Gidle;;
ŁÓDZKIE;radomszczański;Gomunice;Gomunice;;
ŁÓDZKIE;radomszczański;Kamieńsk;Kamieńsk;;2598.0
ŁÓDZKIE;radomszczański;Kobiele Wielkie;Kobiele Wielkie;;
ŁÓDZKIE;radomszczański;Kodrąb;Kodrąb;;
ŁÓDZKIE;radomszczański;Lgota Wielka;Lgota Wielka;;
ŁÓDZKIE;radomszczański;Masłowice;Masłowice;;
ŁÓDZKIE;radomszczański;Przedbórz;Przedbórz;;3117.0
ŁÓDZKIE;radomszczański;Radomsko;Radomsko;;42412.0
ŁÓDZKIE;radomszczański;Wielgomłyny;Wielgomłyny;;
ŁÓDZKIE;radomszczański;Wielgomłyny;Wielgomłyny;;
ŁÓDZKIE;radomszczański;Ładzice;Ładzice;;
ŁÓDZKIE;radomszczański;Żytno;Żytno;;
ŁÓDZKIE;rawski;Biała Rawska;Biała Rawska;;2917.0
ŁÓDZKIE;rawski;Cielądz;Cielądz;;
ŁÓDZKIE;rawski;Rawa Mazowiecka;Rawa Mazowiecka;;15783.0
ŁÓDZKIE;rawski;Regnów;Regnów;;
ŁÓDZKIE;rawski;Sadkowice;Sadkowice;;
ŁÓDZKIE;sieradzki;Brzeźnio;Brzeźnio;;
ŁÓDZKIE;sieradzki;Brąszewice;Brąszewice;;
ŁÓDZKIE;sieradzki;Burzenin;Burzenin;;
ŁÓDZKIE;sieradzki;Błaszki;Błaszki;;1952.0
ŁÓDZKIE;sieradzki;Goszczanów;Goszczanów;;
ŁÓDZKIE;sieradzki;Klonowa;Klonowa;;
ŁÓDZKIE;sieradzki;Sieradz;Sieradz;;38299.0
ŁÓDZKIE;sieradzki;Warta;Warta;;2889.0
ŁÓDZKIE;sieradzki;Wróblew;Wróblew;;
ŁÓDZKIE;sieradzki;Złoczew;Złoczew;;3384.0
ŁÓDZKIE;skierniewicki;Bolimów;Bolimów;;894.0
ŁÓDZKIE;skierniewicki;Godzianów;Godzianów;;
ŁÓDZKIE;skierniewicki;Głuchów;Głuchów;;
ŁÓDZKIE;skierniewicki;Kowiesy;Kowiesy;;
ŁÓDZKIE;skierniewicki;Lipce Reymontowskie;Lipce Reymontowskie;;
ŁÓDZKIE;skierniewicki;Maków;Maków;;
ŁÓDZKIE;skierniewicki;Nowy Kawęczyn;Nowy Kawęczyn;;
ŁÓDZKIE;skierniewicki;Słupia;Słupia;;
ŁÓDZKIE;tomaszowski;Budziszewice;Budziszewice;;
ŁÓDZKIE;tomaszowski;Będków;Będków;;
ŁÓDZKIE;tomaszowski;Czerniewice;Czerniewice;;
ŁÓDZKIE;tomaszowski;Inowłódz;Inowłódz;;765.0
ŁÓDZKIE;tomaszowski;Lubochnia;Lubochnia;;
ŁÓDZKIE;tomaszowski;Rokiciny;Rokiciny;;
ŁÓDZKIE;tomaszowski;Rokiciny;Rokiciny;;
ŁÓDZKIE;tomaszowski;Rzeczyca;Rzeczyca;;
ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;Tomaszów Mazowiecki;;56681.0
ŁÓDZKIE;tomaszowski;Ujazd;Ujazd;;1499.0
ŁÓDZKIE;tomaszowski;Żelechlinek;Żelechlinek;;
ŁÓDZKIE;wieluński;Czarnożyły;Czarnożyły;;
ŁÓDZKIE;wieluński;Konopnica;Konopnica;;
ŁÓDZKIE;wieluński;Mokrsko;Mokrsko;;
ŁÓDZKIE;wieluński;Osjaków;Osjaków;;1332.0
ŁÓDZKIE;wieluński;Ostrówek;Ostrówek;;
ŁÓDZKIE;wieluński;Pątnów;Pątnów;;
ŁÓDZKIE;wieluński;Skomlin;Skomlin;;
ŁÓDZKIE;wieluński;Wieluń;Wieluń;;20141.0
ŁÓDZKIE;wieluński;Wierzchlas;Wierzchlas;;
ŁÓDZKIE;wieruszowski;Bolesławiec;Bolesławiec;;873.0
ŁÓDZKIE;wieruszowski;Czastary;Czastary;;
ŁÓDZKIE;wieruszowski;Galewice;Galewice;;
ŁÓDZKIE;wieruszowski;Lututów;Lututów;;2171.0
ŁÓDZKIE;wieruszowski;Sokolniki;Sokolniki;;
ŁÓDZKIE;wieruszowski;Wieruszów;Wieruszów;;8217.0
ŁÓDZKIE;wieruszowski;Łubnice;Łubnice;;
ŁÓDZKIE;zduńskowolski;Szadek;Szadek;;1750.0
ŁÓDZKIE;zduńskowolski;Szadek;Szadek;;1750.0
ŁÓDZKIE;zduńskowolski;Zapolice;Zapolice;;
ŁÓDZKIE;zduńskowolski;Zduńska Wola;Zduńska Wola;;37914.0
ŁÓDZKIE;zgierski;Aleksandrów Łódzki;Aleksandrów Łódzki;;22023.0
ŁÓDZKIE;zgierski;Głowno;Głowno;;12956.0
ŁÓDZKIE;zgierski;Ozorków;Ozorków;;17902.0
ŁÓDZKIE;zgierski;Parzęczew;Parzęczew;;930.0
ŁÓDZKIE;zgierski;Stryków;Stryków;;3329.0
ŁÓDZKIE;zgierski;Zgierz;Zgierz;;52938.0
ŁÓDZKIE;łaski;Buczek;Buczek;;
ŁÓDZKIE;łaski;Sędziejowice;Sędziejowice;;
ŁÓDZKIE;łaski;Widawa;Widawa;;
ŁÓDZKIE;łaski;Wodzierady;Wodzierady;;
ŁÓDZKIE;łaski;Łask;Łask;;15849.0
ŁÓDZKIE;łowicki;Bielawy;Bielawy;;
ŁÓDZKIE;łowicki;Chąśno;Chąśno;;
ŁÓDZKIE;łowicki;Domaniewice;Domaniewice;;
ŁÓDZKIE;łowicki;Kiernozia;Kiernozia;;794.0
ŁÓDZKIE;łowicki;Kocierzew Południowy;Kocierzew Południowy;;
ŁÓDZKIE;łowicki;Nieborów;Nieborów;;
ŁÓDZKIE;łowicki;Zduny;Zduny;;
ŁÓDZKIE;łowicki;Łowicz;Łowicz;;25611.0
ŁÓDZKIE;łowicki;Łyszkowice;Łyszkowice;;
ŁÓDZKIE;łódzki wschodni;Andrespol;Andrespol;;
ŁÓDZKIE;łódzki wschodni;Brójce;Brójce;;
ŁÓDZKIE;łódzki wschodni;Koluszki;Koluszki;;11925.0
ŁÓDZKIE;łódzki wschodni;Rzgów;Rzgów;;3453.0
ŁÓDZKIE;łódzki wschodni;Tuszyn;Tuszyn;;7135.0
ŁÓDZKIE;łęczycki;Daszyna;Daszyna;;
ŁÓDZKIE;łęczycki;Grabów;Grabów;;1008.0
ŁÓDZKIE;łęczycki;Góra Świętej Małgorzaty;Góra Świętej Małgorzaty;;
ŁÓDZKIE;łęczycki;Piątek;Piątek;;1541.0
ŁÓDZKIE;łęczycki;Witonia;Witonia;;
ŁÓDZKIE;łęczycki;Łęczyca;Łęczyca;;12853.0
ŁÓDZKIE;łęczycki;Świnice Warckie;Świnice Warckie;;
ŚLĄSKIE;Bielsko-Biała;Bielsko-Biała;Bielsko-Biała;;164318.0
ŚLĄSKIE;Bytom;Bytom;Bytom;;146290.0
ŚLĄSKIE;Chorzów;Chorzów;Chorzów;;99420.0
ŚLĄSKIE;Częstochowa;Częstochowa;Częstochowa;;203615.0
ŚLĄSKIE;Dąbrowa Górnicza;Dąbrowa Górnicza;Dąbrowa Górnicza;;112408.0
ŚLĄSKIE;Gliwice;Gliwice;Gliwice;;168248.0
ŚLĄSKIE;Jastrzębie-Zdrój;Jastrzębie-Zdrój;Jastrzębie-Zdrój;;81338.0
ŚLĄSKIE;Jaworzno;Jaworzno;Jaworzno;;86075.0
ŚLĄSKIE;Katowice;Katowice;Katowice;;278885.0
ŚLĄSKIE;Mysłowice;Mysłowice;Mysłowice;;70741.0
ŚLĄSKIE;Piekary Śląskie;Piekary Śląskie;Piekary Śląskie;;51373.0
ŚLĄSKIE;Ruda Śląska;Ruda Śląska;Ruda Śląska;;128793.0
ŚLĄSKIE;Rybnik;Rybnik;Rybnik;;129817.0
ŚLĄSKIE;Siemianowice Śląskie;Siemianowice Śląskie;Siemianowice Śląskie;;62817.0
ŚLĄSKIE;Sosnowiec;Sosnowiec;Sosnowiec;;184988.0
ŚLĄSKIE;Tychy;Tychy;Tychy;;121063.0
ŚLĄSKIE;Zabrze;Zabrze;Zabrze;;152461.0
ŚLĄSKIE;bielski;Bestwina;Bestwina;;
ŚLĄSKIE;bielski;Buczkowice;Buczkowice;;
ŚLĄSKIE;bielski;Czechowice-Dziedzice;Czechowice-Dziedzice;;34622.0
ŚLĄSKIE;bielski;Jasienica;Jasienica;;
ŚLĄSKIE;bielski;Jaworze;Jaworze;;
ŚLĄSKIE;bielski;Kozy;Kozy;;
ŚLĄSKIE;bielski;Porąbka;Porąbka;;
ŚLĄSKIE;bielski;Szczyrk;Szczyrk;;5200.0
ŚLĄSKIE;bielski;Wilamowice;Wilamowice;;3162.0
ŚLĄSKIE;bielski;Wilkowice;Wilkowice;;
ŚLĄSKIE;bieruńsko-lędziński;Bieruń;Bieruń;;18738.0
ŚLĄSKIE;bieruńsko-lędziński;Bojszowy;Bojszowy;;
ŚLĄSKIE;bieruńsko-lędziński;Chełm Śląski;Chełm Śląski;;
ŚLĄSKIE;bieruńsko-lędziński;Imielin;Imielin;;9430.0
ŚLĄSKIE;bieruńsko-lędziński;Lędziny;Lędziny;;16269.0
ŚLĄSKIE;będziński;Bobrowniki;Bobrowniki;;
ŚLĄSKIE;będziński;Będzin;Będzin;;53250.0
ŚLĄSKIE;będziński;Czeladź;Czeladź;;29503.0
ŚLĄSKIE;będziński;Mierzęcice;Mierzęcice;;
ŚLĄSKIE;będziński;Psary;Psary;;
ŚLĄSKIE;będziński;Siewierz;Siewierz;;5772.0
ŚLĄSKIE;będziński;Sławków;Sławków;;6781.0
ŚLĄSKIE;będziński;Wojkowice;Wojkowice;;8382.0
ŚLĄSKIE;cieszyński;Brenna;Brenna;;
ŚLĄSKIE;cieszyński;Chybie;Chybie;;
ŚLĄSKIE;cieszyński;Cieszyn;Cieszyn;;32526.0
ŚLĄSKIE;cieszyński;Dębowiec;Dębowiec;;
ŚLĄSKIE;cieszyński;Goleszów;Goleszów;;
ŚLĄSKIE;cieszyński;Hażlach;Hażlach;;
ŚLĄSKIE;cieszyński;Istebna;Istebna;;
ŚLĄSKIE;cieszyński;Skoczów;Skoczów;;13203.0
ŚLĄSKIE;cieszyński;Strumień;Strumień;;3526.0
ŚLĄSKIE;cieszyński;Ustroń;Ustroń;;15843.0
ŚLĄSKIE;cieszyński;Wisła;Wisła;;10494.0
ŚLĄSKIE;cieszyński;Zebrzydowice;Zebrzydowice;;
ŚLĄSKIE;częstochowski;Blachownia;Blachownia;;8962.0
ŚLĄSKIE;częstochowski;Dąbrowa Zielona;Dąbrowa Zielona;;
ŚLĄSKIE;częstochowski;Janów;Janów;;
ŚLĄSKIE;częstochowski;Kamienica Polska;Kamienica Polska;;
ŚLĄSKIE;częstochowski;Koniecpol;Koniecpol;;5272.0
ŚLĄSKIE;częstochowski;Konopiska;Konopiska;;
ŚLĄSKIE;częstochowski;Kruszyna;Kruszyna;;
ŚLĄSKIE;częstochowski;Kłomnice;Kłomnice;;
ŚLĄSKIE;częstochowski;Lelów;Lelów;;
ŚLĄSKIE;częstochowski;Mstów;Mstów;;
ŚLĄSKIE;częstochowski;Mykanów;Mykanów;;
ŚLĄSKIE;częstochowski;Olsztyn;Olsztyn;;2456.0
ŚLĄSKIE;częstochowski;Poczesna;Poczesna;;
ŚLĄSKIE;częstochowski;Przyrów;Przyrów;;1083.0
ŚLĄSKIE;częstochowski;Rędziny;Rędziny;;
ŚLĄSKIE;częstochowski;Starcza;Starcza;;
ŚLĄSKIE;gliwicki;Gierałtowice;Gierałtowice;;
ŚLĄSKIE;gliwicki;Knurów;Knurów;;35298.0
ŚLĄSKIE;gliwicki;Pilchowice;Pilchowice;;
ŚLĄSKIE;gliwicki;Pyskowice;Pyskowice;;17224.0
ŚLĄSKIE;gliwicki;Rudziniec;Rudziniec;;
ŚLĄSKIE;gliwicki;Sośnicowice;Sośnicowice;;1965.0
ŚLĄSKIE;gliwicki;Toszek;Toszek;;3469.0
ŚLĄSKIE;gliwicki;Wielowieś;Wielowieś;;
ŚLĄSKIE;kłobucki;Krzepice;Krzepice;;4083.0
ŚLĄSKIE;kłobucki;Kłobuck;Kłobuck;;12135.0
ŚLĄSKIE;kłobucki;Lipie;Lipie;;
ŚLĄSKIE;kłobucki;Miedźno;Miedźno;;
ŚLĄSKIE;kłobucki;Opatów;Opatów;;
ŚLĄSKIE;kłobucki;Panki;Panki;;
ŚLĄSKIE;kłobucki;Panki;Panki;;
ŚLĄSKIE;kłobucki;Popów;Popów;;
ŚLĄSKIE;kłobucki;Przystajń;Przystajń;;
ŚLĄSKIE;kłobucki;Wręczyca Wielka;Wręczyca Wielka;;
ŚLĄSKIE;lubliniecki;Boronów;Boronów;;
ŚLĄSKIE;lubliniecki;Ciasna;Ciasna;;
ŚLĄSKIE;lubliniecki;Ciasna;Ciasna;;
ŚLĄSKIE;lubliniecki;Herby;Herby;;
ŚLĄSKIE;lubliniecki;Kochanowice;Kochanowice;;
ŚLĄSKIE;lubliniecki;Koszęcin;Koszęcin;;
ŚLĄSKIE;lubliniecki;Lubliniec;Lubliniec;;23171.0
ŚLĄSKIE;lubliniecki;Pawonków;Pawonków;;
ŚLĄSKIE;lubliniecki;Woźniki;Woźniki;;4081.0
ŚLĄSKIE;mikołowski;Mikołów;Mikołów;;41532.0
ŚLĄSKIE;mikołowski;Ornontowice;Ornontowice;;
ŚLĄSKIE;mikołowski;Orzesze;Orzesze;;22160.0
ŚLĄSKIE;mikołowski;Wyry;Wyry;;
ŚLĄSKIE;mikołowski;Łaziska Górne;Łaziska Górne;;20981.0
ŚLĄSKIE;myszkowski;Koziegłowy;Koziegłowy;;2369.0
ŚLĄSKIE;myszkowski;Myszków;Myszków;;29006.0
ŚLĄSKIE;myszkowski;Niegowa;Niegowa;;
ŚLĄSKIE;myszkowski;Poraj;Poraj;;
ŚLĄSKIE;myszkowski;Poraj;Poraj;;
ŚLĄSKIE;myszkowski;Żarki;Żarki;;4306.0
ŚLĄSKIE;pszczyński;Goczałkowice-Zdrój;Goczałkowice-Zdrój;;
ŚLĄSKIE;pszczyński;Kobiór;Kobiór;;
ŚLĄSKIE;pszczyński;Miedźna;Miedźna;;
ŚLĄSKIE;pszczyński;Pawłowice;Pawłowice;;
ŚLĄSKIE;pszczyński;Pszczyna;Pszczyna;;24729.0
ŚLĄSKIE;pszczyński;Suszec;Suszec;;
ŚLĄSKIE;raciborski;Kornowac;Kornowac;;
ŚLĄSKIE;raciborski;Krzanowice;Krzanowice;;1958.0
ŚLĄSKIE;raciborski;Krzanowice;Krzanowice;;1958.0
ŚLĄSKIE;raciborski;Krzyżanowice;Krzyżanowice;;
ŚLĄSKIE;raciborski;Kuźnia Raciborska;Kuźnia Raciborska;;4572.0
ŚLĄSKIE;raciborski;Nędza;Nędza;;
ŚLĄSKIE;raciborski;Pietrowice Wielkie;Pietrowice Wielkie;;
ŚLĄSKIE;raciborski;Racibórz;Racibórz;;49150.0
ŚLĄSKIE;raciborski;Rudnik;Rudnik;;
ŚLĄSKIE;rybnicki;Czerwionka-Leszczyny;Czerwionka-Leszczyny;;26245.0
ŚLĄSKIE;rybnicki;Gaszowice;Gaszowice;;
ŚLĄSKIE;rybnicki;Jejkowice;Jejkowice;;
ŚLĄSKIE;rybnicki;Lyski;Lyski;;
ŚLĄSKIE;rybnicki;Świerklany;Świerklany;;
ŚLĄSKIE;tarnogórski;Kalety;Kalety;;8094.0
ŚLĄSKIE;tarnogórski;Krupski Młyn;Krupski Młyn;;
ŚLĄSKIE;tarnogórski;Miasteczko Śląskie;Miasteczko Śląskie;;6901.0
ŚLĄSKIE;tarnogórski;Ożarowice;Ożarowice;;
ŚLĄSKIE;tarnogórski;Radzionków;Radzionków;;15989.0
ŚLĄSKIE;tarnogórski;Tarnowskie Góry;Tarnowskie Góry;;61210.0
ŚLĄSKIE;tarnogórski;Tworóg;Tworóg;;
ŚLĄSKIE;tarnogórski;Zbrosławice;Zbrosławice;;
ŚLĄSKIE;tarnogórski;Świerklaniec;Świerklaniec;;
ŚLĄSKIE;wodzisławski;Godów;Godów;;
ŚLĄSKIE;wodzisławski;Gorzyce;Gorzyce;;
ŚLĄSKIE;wodzisławski;Lubomia;Lubomia;;
ŚLĄSKIE;wodzisławski;Marklowice;Marklowice;;
ŚLĄSKIE;wodzisławski;Mszana;Mszana;;
ŚLĄSKIE;wodzisławski;Pszów;Pszów;;12892.0
ŚLĄSKIE;wodzisławski;Radlin;Radlin;;16730.0
ŚLĄSKIE;wodzisławski;Rydułtowy;Rydułtowy;;20017.0
ŚLĄSKIE;wodzisławski;Wodzisław Śląski;Wodzisław Śląski;;44460.0
ŚLĄSKIE;zawierciański;Irządze;Irządze;;
ŚLĄSKIE;zawierciański;Kroczyce;Kroczyce;;
ŚLĄSKIE;zawierciański;Ogrodzieniec;Ogrodzieniec;;3911.0
ŚLĄSKIE;zawierciański;Pilica;Pilica;;1738.0
ŚLĄSKIE;zawierciański;Poręba;Poręba;;8012.0
ŚLĄSKIE;zawierciański;Szczekociny;Szczekociny;;3292.0
ŚLĄSKIE;zawierciański;Włodowice;Włodowice;;1155.0
ŚLĄSKIE;zawierciański;Zawiercie;Zawiercie;;45564.0
ŚLĄSKIE;zawierciański;Łazy;Łazy;;6290.0
ŚLĄSKIE;zawierciański;Żarnowiec;Żarnowiec;;
ŚLĄSKIE;Świętochłowice;Świętochłowice;Świętochłowice;;45021.0
ŚLĄSKIE;Żory;Żory;Żory;;61923.0
ŚLĄSKIE;żywiecki;Czernichów;Czernichów;;
ŚLĄSKIE;żywiecki;Gilowice;Gilowice;;
ŚLĄSKIE;żywiecki;Jeleśnia;Jeleśnia;;
ŚLĄSKIE;żywiecki;Koszarawa;Koszarawa;;
ŚLĄSKIE;żywiecki;Lipowa;Lipowa;;
ŚLĄSKIE;żywiecki;Milówka;Milówka;;
ŚLĄSKIE;żywiecki;Rajcza;Rajcza;;
ŚLĄSKIE;żywiecki;Ujsoły;Ujsoły;;
ŚLĄSKIE;żywiecki;Węgierska Górka;Węgierska Górka;;
ŚLĄSKIE;żywiecki;Łodygowice;Łodygowice;;
ŚLĄSKIE;żywiecki;Łękawica;Łękawica;;
ŚLĄSKIE;żywiecki;Ślemień;Ślemień;;
ŚLĄSKIE;żywiecki;Świnna;Świnna;;
ŚLĄSKIE;żywiecki;Żywiec;Żywiec;;29419.0
ŚWIĘTOKRZYSKIE;Kielce;Kielce;Kielce;;180537.0
ŚWIĘTOKRZYSKIE;buski;Busko-Zdrój;Busko-Zdrój;;14079.0
ŚWIĘTOKRZYSKIE;buski;Gnojno;Gnojno;;
ŚWIĘTOKRZYSKIE;buski;Nowy Korczyn;Nowy Korczyn;;882.0
ŚWIĘTOKRZYSKIE;buski;Pacanów;Pacanów;;1024.0
ŚWIĘTOKRZYSKIE;buski;Solec-Zdrój;Solec-Zdrój;;
ŚWIĘTOKRZYSKIE;buski;Stopnica;Stopnica;;1101.0
ŚWIĘTOKRZYSKIE;buski;Tuczępy;Tuczępy;;
ŚWIĘTOKRZYSKIE;buski;Wiślica;Wiślica;;442.0
ŚWIĘTOKRZYSKIE;jędrzejowski;Imielno;Imielno;;
ŚWIĘTOKRZYSKIE;jędrzejowski;Jędrzejów;Jędrzejów;;13849.0
ŚWIĘTOKRZYSKIE;jędrzejowski;Małogoszcz;Małogoszcz;;3297.0
ŚWIĘTOKRZYSKIE;jędrzejowski;Nagłowice;Nagłowice;;
ŚWIĘTOKRZYSKIE;jędrzejowski;Oksa;Oksa;;
ŚWIĘTOKRZYSKIE;jędrzejowski;Sobków;Sobków;;997.0
ŚWIĘTOKRZYSKIE;jędrzejowski;Sędziszów;Sędziszów;;6065.0
ŚWIĘTOKRZYSKIE;jędrzejowski;Słupia;Słupia;;
ŚWIĘTOKRZYSKIE;jędrzejowski;Wodzisław;Wodzisław;;923.0
ŚWIĘTOKRZYSKIE;kazimierski;Bejsce;Bejsce;;
ŚWIĘTOKRZYSKIE;kazimierski;Czarnocin;Czarnocin;;
ŚWIĘTOKRZYSKIE;kazimierski;Kazimierza Wielka;Kazimierza Wielka;;4951.0
ŚWIĘTOKRZYSKIE;kazimierski;Opatowiec;Opatowiec;;305.0
ŚWIĘTOKRZYSKIE;kazimierski;Skalbmierz;Skalbmierz;;1177.0
ŚWIĘTOKRZYSKIE;kielecki;Bieliny;Bieliny;;
ŚWIĘTOKRZYSKIE;kielecki;Bodzentyn;Bodzentyn;;2076.0
ŚWIĘTOKRZYSKIE;kielecki;Chmielnik;Chmielnik;;3364.0
ŚWIĘTOKRZYSKIE;kielecki;Chęciny;Chęciny;;4303.0
ŚWIĘTOKRZYSKIE;kielecki;Daleszyce;Daleszyce;;2738.0
ŚWIĘTOKRZYSKIE;kielecki;Górno;Górno;;
ŚWIĘTOKRZYSKIE;kielecki;Miedziana Góra;Miedziana Góra;;
ŚWIĘTOKRZYSKIE;kielecki;Mniów;Mniów;;
ŚWIĘTOKRZYSKIE;kielecki;Morawica;Morawica;;1737.0
ŚWIĘTOKRZYSKIE;kielecki;Nowa Słupia;Nowa Słupia;;1287.0
ŚWIĘTOKRZYSKIE;kielecki;Nowiny;Nowiny;;
ŚWIĘTOKRZYSKIE;kielecki;Piekoszów;Piekoszów;;2978.0
ŚWIĘTOKRZYSKIE;kielecki;Pierzchnica;Pierzchnica;;1213.0
ŚWIĘTOKRZYSKIE;kielecki;Raków;Raków;;
ŚWIĘTOKRZYSKIE;kielecki;Strawczyn;Strawczyn;;
ŚWIĘTOKRZYSKIE;kielecki;Zagnańsk;Zagnańsk;;
ŚWIĘTOKRZYSKIE;kielecki;Łagów;Łagów;;1519.0
ŚWIĘTOKRZYSKIE;kielecki;Łopuszno;Łopuszno;;1419.0
ŚWIĘTOKRZYSKIE;konecki;Fałków;Fałków;;
ŚWIĘTOKRZYSKIE;konecki;Gowarczów;Gowarczów;;1304.0
ŚWIĘTOKRZYSKIE;konecki;Końskie;Końskie;;17145.0
ŚWIĘTOKRZYSKIE;konecki;Radoszyce;Radoszyce;;2769.0
ŚWIĘTOKRZYSKIE;konecki;Ruda Maleniecka;Ruda Maleniecka;;
ŚWIĘTOKRZYSKIE;konecki;Smyków;Smyków;;
ŚWIĘTOKRZYSKIE;konecki;Stąporków;Stąporków;;5014.0
ŚWIĘTOKRZYSKIE;opatowski;Baćkowice;Baćkowice;;
ŚWIĘTOKRZYSKIE;opatowski;Iwaniska;Iwaniska;;1197.0
ŚWIĘTOKRZYSKIE;opatowski;Lipnik;Lipnik;;
ŚWIĘTOKRZYSKIE;opatowski;Opatów;Opatów;;5835.0
ŚWIĘTOKRZYSKIE;opatowski;Ożarów;Ożarów;;4137.0
ŚWIĘTOKRZYSKIE;opatowski;Sadowie;Sadowie;;
ŚWIĘTOKRZYSKIE;opatowski;Tarłów;Tarłów;;
ŚWIĘTOKRZYSKIE;opatowski;Wojciechowice;Wojciechowice;;
ŚWIĘTOKRZYSKIE;ostrowiecki;Bałtów;Bałtów;;
ŚWIĘTOKRZYSKIE;ostrowiecki;Bodzechów;Bodzechów;;
ŚWIĘTOKRZYSKIE;ostrowiecki;Kunów;Kunów;;2686.0
ŚWIĘTOKRZYSKIE;ostrowiecki;Ostrowiec Świętokrzyski;Ostrowiec Świętokrzyski;;61188.0
ŚWIĘTOKRZYSKIE;ostrowiecki;Waśniów;Waśniów;;
ŚWIĘTOKRZYSKIE;ostrowiecki;Ćmielów;Ćmielów;;2762.0
ŚWIĘTOKRZYSKIE;pińczowski;Działoszyce;Działoszyce;;820.0
ŚWIĘTOKRZYSKIE;pińczowski;Kije;Kije;;
ŚWIĘTOKRZYSKIE;pińczowski;Michałów;Michałów;;
ŚWIĘTOKRZYSKIE;pińczowski;Pińczów;Pińczów;;9542.0
ŚWIĘTOKRZYSKIE;pińczowski;Złota;Złota;;
ŚWIĘTOKRZYSKIE;sandomierski;Dwikozy;Dwikozy;;
ŚWIĘTOKRZYSKIE;sandomierski;Klimontów;Klimontów;;1726.0
ŚWIĘTOKRZYSKIE;sandomierski;Koprzywnica;Koprzywnica;;2350.0
ŚWIĘTOKRZYSKIE;sandomierski;Obrazów;Obrazów;;
ŚWIĘTOKRZYSKIE;sandomierski;Samborzec;Samborzec;;
ŚWIĘTOKRZYSKIE;sandomierski;Sandomierz;Sandomierz;;20984.0
ŚWIĘTOKRZYSKIE;sandomierski;Wilczyce;Wilczyce;;
ŚWIĘTOKRZYSKIE;sandomierski;Zawichost;Zawichost;;1582.0
ŚWIĘTOKRZYSKIE;sandomierski;Łoniów;Łoniów;;
ŚWIĘTOKRZYSKIE;skarżyski;Bliżyn;Bliżyn;;
ŚWIĘTOKRZYSKIE;skarżyski;Skarżysko Kościelne;Skarżysko Kościelne;;
ŚWIĘTOKRZYSKIE;skarżyski;Skarżysko-Kamienna;Skarżysko-Kamienna;;40650.0
ŚWIĘTOKRZYSKIE;skarżyski;Suchedniów;Suchedniów;;7346.0
ŚWIĘTOKRZYSKIE;skarżyski;Łączna;Łączna;;
ŚWIĘTOKRZYSKIE;starachowicki;Brody;Brody;;
ŚWIĘTOKRZYSKIE;starachowicki;Mirzec;Mirzec;;
ŚWIĘTOKRZYSKIE;starachowicki;Pawłów;Pawłów;;
ŚWIĘTOKRZYSKIE;starachowicki;Starachowice;Starachowice;;43773.0
ŚWIĘTOKRZYSKIE;starachowicki;Wąchock;Wąchock;;2413.0
ŚWIĘTOKRZYSKIE;staszowski;Bogoria;Bogoria;;1091.0
